CITY_ID,CITY,COUNTRY,TEMP,FEELS_LIKE,DIFFERENCE,RANK
4887398,Chicago,US,31.56,36.35,4.79,1
6167865,Toronto,CA,33.95,38.62,4.67,2
1275339,Mumbai,IN,27.99,32.54,4.55,3
1880252,Singapore,SG,28.25,32.73,4.48,4
1609350,Bangkok,TH,28.94,33.16,4.22,5
1581130,Hanoi,VN,27.0,30.84,3.84,6
292223,Dubai,AE,31.96,35.56,3.6,7
5128581,New York,US,38.18,40.86,2.68,8
98182,Baghdad,IQ,34.95,32.27,2.68,8
2063523,Perth,AU,8.05,5.82,2.23,10
