CITY_ID,CITY,COUNTRY,TEMP,FEELS_LIKE,DIFFERENCE,RANK
1701668,Manila,PH,29.59,36.59,7.0,1
1880252,Singapore,SG,29.97,36.22,6.25,2
1735161,Kuala Lumpur,MY,29.73,35.33,5.6,3
1275339,Mumbai,IN,27.99,32.54,4.55,4
1581130,Hanoi,VN,29.0,33.1,4.1,5
1642911,Jakarta,ID,29.02,32.77,3.75,6
1609350,Bangkok,TH,27.94,31.65,3.71,7
6167865,Toronto,CA,29.49,32.62,3.13,8
2332459,Lagos,NG,26.92,29.65,2.73,9
5856195,Honolulu,US,28.17,30.07,1.9,10
