CITY_ID,CITY,COUNTRY,TEMP,FEELS_LIKE,DIFFERENCE,RANK
1275339,Mumbai,IN,30.99,37.99,7.0,1
1642911,Jakarta,ID,34.4,41.4,7.0,1
1735161,Kuala Lumpur,MY,32.14,39.14,7.0,1
1701668,Manila,PH,31.74,38.74,7.0,1
1609350,Bangkok,TH,33.27,38.77,5.5,5
1581130,Hanoi,VN,29.0,34.31,5.31,6
3435910,Buenos Aires,AR,7.41,3.29,4.12,7
108410,Riyadh,SA,36.48,33.57,2.91,8
292223,Dubai,AE,40.96,38.9,2.06,9
3413829,Reykjavik,IS,5.81,4.25,1.56,10
