CITY_ID,CITY,COUNTRY,TEMP,FEELS_LIKE,DIFFERENCE,RANK
1668341,Taipei,TW,34.64,41.64,7.0,1
1735161,Kuala Lumpur,MY,31.25,37.65,6.4,2
1701668,Manila,PH,28.45,34.39,5.94,3
1642911,Jakarta,ID,31.89,37.73,5.84,4
1275339,Mumbai,IN,30.99,36.41,5.42,5
1880252,Singapore,SG,30.36,34.67,4.31,6
1609350,Bangkok,TH,29.94,34.2,4.26,7
2332459,Lagos,NG,27.13,31.0,3.87,8
1581130,Hanoi,VN,30.0,33.24,3.24,9
3413829,Reykjavik,IS,6.81,4.3,2.51,10
