CITY_ID,CITY,COUNTRY,TEMP,FEELS_LIKE,DIFFERENCE,RANK
1609350,Bangkok,TH,31.39,38.39,7.0,1
1642911,Jakarta,ID,33.87,40.87,7.0,1
1735161,Kuala Lumpur,MY,34.03,41.03,7.0,1
1701668,Manila,PH,34.09,41.09,7.0,1
1880252,Singapore,SG,32.01,38.36,6.35,5
2332459,Lagos,NG,27.13,31.57,4.44,6
1275339,Mumbai,IN,27.99,31.77,3.78,7
1668341,Taipei,TW,27.82,30.7,2.88,8
3413829,Reykjavik,IS,6.81,4.3,2.51,9
108410,Riyadh,SA,32.51,30.19,2.32,10
